"ROW_ID","CREATED","CREATED_BY","LAST_UPD","LAST_UPD_BY","MODIFICATION_NUM","CONFLICT_ID","DB_LAST_UPD","EFF_END_DT","EFF_START_DT","X_NUMBER_OF_TIMES","COMP_TYPE_CD","CONTEXT_CD","DB_LAST_UPD_SRC","OBJECT_PRODUCT_LIST","OBJECT_RELATIONSHIP","OBJECT_UID","PROD_LIST","PTRN_ID","SOURCE_RECORD_ID","SOURCE_RULE_TYPE","SUBJECT_PRODUCT_LIST","SUBJECT_RELATIONSHIP","SUBJECT_UID","X_ACTION_CODE","X_CUSTOM_MSG_ENU","X_CUSTOM_MSG_FRA","X_CUSTOM_MSG_NLD","X_OPERATOR","X_ORDER_MODE","X_PROMOTION_ID","PARENT_PRODID","ADJ_GROUP_ID","GROUP_ID","MANUAL_FLAG","MTRX_RULE_NUM","OBJECT_EVALUATOR","PROD_ID","PROD_LN_ID","PROD_TMPL_VODNUM","REL_PROD_COMP_ID","REL_PROD_ID","REL_PROD_LN_ID","REL_PROD_TMPL_VNUM","SUBJECT_EVALUATOR","X_BGC_QUANTITY_CHECK_FLG","X_PROD_CLASS_ID","X_REL_PROD_CLASS_ID","GROUP_EC","X_DECI_PXS_PRODUCT","X_DECI_PXS_PRODUCT_ACTION","X_DEC_PRD_LN_ID","X_CUST_AGREE_ID","X_SKIP_RULES_ONBOARD_RENE"
"8-KEHO0O3PL9","11/06/2024 15:47:22","0-1","11/06/2024 15:47:22","0-1","0","0","19/06/2024 16:07:15","30/01/2030 23:00:00","19/06/2021 22:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-2LKUNS","","","","","","","","","","","CWZEU","KDKWA","","G-CD0FI","","","","","","","","","","","(R-KL3M6 OR R-8DOQR OR R-WD55X OR R-3C29Z OR R-MYS6K OR R-5DDQM OR R-NTPJU OR R-W4NUX) AND R-FABZO AND R-NB80C AND R-NFNUU AND R-BQ62M AND R-QICF5","","","","","","","","",""
"8-35RKJWERK7","11/06/2024 15:47:22","0-1","11/06/2024 15:47:22","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","19/06/2021 22:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-2LHELL","","","","","","","","","","","PYVXI","KDKWA","","G-6C74K","","","","","","","","","","","R-9QSGN AND (R-942Z3 OR R-FUB7D OR R-TNWN7 OR R-LFOEP OR R-FABEJ OR R-TGTS9) AND (R-M803G OR R-5Y0MT OR R-QKPC5) AND R-P7HTF AND R-EMZBY AND R-1QPDY AND R-F5H2H AND R-Y7DCU AND R-4BKSK","","","","","","","","",""
"8-GSG0N228IS","11/06/2024 15:47:23","0-1","11/06/2024 15:47:23","0-1","0","0","19/06/2024 16:07:15","","","","Requires Auto Add","Parent","dataimp","","","MTIDY","","","1-26EAIC","","","","","","","","","","","","DFVMF","","G-KVBDY","","","","","","","","","","","R-VZYHQ AND (R-LJSW5 AND (R-RNYYN AND (R-4ORAP AND (R-Q2ATS AND (R-M11H9 AND R-MGL6J) AND (R-7V9T5 OR R-EKHP4) AND (R-USLLJ OR R-N66V2)","","","","","","","","",""
"8-EC87SZ1D0T","11/06/2024 15:47:23","0-1","11/06/2024 15:47:23","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","02/07/2023 22:00:00","","Optional Default","Parent","dataimp","","","CHIFE","","","1-2ZJSBP","","","","","","","","","","","","DRZVC","","G-MDFS3","","","","","","","","","","","(R-1IPCQ OR R-R0PGF OR R-AWXAQ OR R-DTDPA OR R-VLTF6 OR R-CAYQW OR R-SR8K4 OR R-6DMV5) AND (R-NF2UR OR R-L2X8M)","","","","","","","","",""
"8-GA517BWH03","11/06/2024 15:47:23","0-1","11/06/2024 15:47:23","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","18/10/2020 07:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-2JJZA2","","","","","","","","","","","KWTIO","KDKWA","","G-82G3L","","","","","","","","","","","(R-2CHEU OR R-189F4 OR R-HC0OH OR R-LXQAI OR R-1NJZV OR R-JR2N9) AND R-SQE9F AND R-1KDB6 AND R-5VWJ9 AND R-6QLPA AND R-WHYMB","","","","","","","","",""
"8-7G70KBUNDB","11/06/2024 15:47:23","0-1","11/06/2024 15:47:23","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","21/06/2020 07:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-26KW4M","","","","","","","","","","","PQRRZ","KDKWA","","G-IJNMH","","","","","","","","","","","(R-EB3G0 OR R-MXS5D OR R-BSDCV OR R-GGK5G OR R-LIOPG OR R-8IDF0) AND R-Q5FFI AND R-Q09WR AND R-BB5SA AND R-MLB9D AND R-PT9O6 AND R-BTIKJ","","","","","","","","",""
"8-3Q5P2SH33C","11/06/2024 15:47:23","0-1","11/06/2024 15:47:23","0-1","0","0","19/06/2024 16:07:15","","","","Requires Auto Add","Parent","dataimp","","","MTIDY","","","1-26EAD8","","","","","","","","","","","","DFVMF","","G-0PYCJ","","","","","","","","","","","R-FNXWN AND (R-2WLI4 AND (R-Y2RP6 AND (R-DJ0PV AND (R-GMA0M AND R-CS49T) AND (R-8DMYQ OR R-L9522)","","","","","","","","",""
"8-GJWP8IK7KB","11/06/2024 15:47:23","0-1","11/06/2024 15:47:23","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","02/02/2020 23:00:00","","Optional Default","Parent","dataimp","","","KHSKJ","","","1-2DEDUC","","","","","","","","","","","","DFVMF","","G-KFG7U","","","","","","","","","","","R-AJE0W AND (R-RB7RY OR R-858P1) AND R-DBIS3 AND R-293F9 AND R-08UQ4 AND R-NA65P","","","","","","","","",""
"8-7BKKURGMGA","11/06/2024 15:47:23","0-1","11/06/2024 15:47:23","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","01/05/2023 22:00:00","","Optional Default","Parent","dataimp","","","CHIFE","","","1-2YTYVD","","","","","","","","","","","","DRZVC","","G-2LV38","","","","","","","","","","","(R-YKI01 OR R-HK7FJ OR R-J32GY OR R-PY7NP OR R-J79Y3 OR R-M83SR OR R-BNQ8A OR R-WDLBL) AND (R-M3ZW6 OR R-TTXZD)","","","","","","","","",""
"8-DSW2IUY1QF","11/06/2024 15:47:23","0-1","11/06/2024 15:47:23","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","21/06/2020 07:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-26KSFI","","","","","","","","","","","DVAHI","KDKWA","","G-AMH70","","","","","","","","","","","(R-Q0M8F OR R-ZSE5G OR R-YRRPA OR R-PXT4L OR R-KG708 OR R-HFRAR) AND R-3T8C4 AND R-JVLSS AND R-34C7D AND R-CET9E AND R-UKX6V","","","","","","","","",""
"8-WHZKSL5L6Q","11/06/2024 15:47:24","0-1","11/06/2024 15:47:24","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","21/06/2020 07:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-26KW80","","","","","","","","","","","KYVAR","KDKWA","","G-XRDC1","","","","","","","","","","","R-EOWMT AND (R-T5M1F OR R-4N29U OR R-LZRSR OR R-9CO9E OR R-88915 OR R-ECB91) AND (R-8F8WC OR R-J0AAU OR R-P3BSR) AND R-H06O1 AND R-IADJR AND R-A43ZY AND R-5T7AW AND R-5KOO5 AND R-GS7P9","","","","","","","","",""
"8-IJO8U115FG","11/06/2024 15:47:24","0-1","11/06/2024 15:47:24","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","01/07/2019 07:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-25JYLX","","","","","","","","","","","PLIZU","KDKWA","","G-1HDA5","","","","","","","","","","","R-CULWT AND (R-VXKL4 OR R-YV1TS OR R-QX3Z2 OR R-AOZPJ OR R-2YYJM OR R-4LFMT) AND (R-T3J94 OR R-8C5WY OR R-AVT74) AND R-KN78W AND R-E1C5S AND R-4I9BY AND R-KVL2U AND R-ITQ0S AND R-JF8OL","","","","","","","","",""
"8-F9TN7WPSDQ","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","","","Requires Auto Add","Parent","dataimp","","","COKEQ","","","1-2NID8V","","","","","","","","","","","","DVDFY","","G-4B0JM","","","","","","","","","","","R-0CXBA AND R-GA1Z9","","","","","","","","",""
"8-LJFFHPI37W","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","","","Requires Auto Add","Parent","dataimp","","","KQXYE","","","1-2NEDOR","","","","","","","","","","","","DVDFY","","G-EMLUU","","","","","","","","","","","R-R52EQ AND R-JUIIE","","","","","","","","",""
"8-U0T0LQGY5L","11/06/2024 15:47:28","0-1","11/06/2024 15:47:28","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","KLGLD","","","1-30WH46","","","","","","","","","","","","DRZVC","","G-5QSGG","","","","","","","","","","","(R-W1XQE OR R-H5A0K OR R-ADQNS OR R-1Y4GM) AND R-NRGA7 AND R-H5F2T","","","","","","","","",""
"8-G4V4YLGLZV","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","30/04/2023 22:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-34KCCN","","","","","","","","","","","MKLKG","KDKWA","","G-03OKZ","","","","","","","","","","","R-201CG AND (R-DPC23 OR R-RTS73 OR R-ETACY OR R-GPIJ3 OR R-9JE8O OR R-B4MT2) AND (R-EHDK5 OR R-HVWQW OR R-MN8X4) AND R-WJPW0 AND R-YA3UP AND R-QBHX6 AND R-K93ZF AND R-WF2NH AND R-XTCMC","","","","","","","","",""
"8-DB8DQM6X4B","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","28/02/2022 23:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-2Q3YRP","","","","","","","","","","","PCQYJ","KDKWA","","G-LBJEJ","","","","","","","","","","","R-U530X AND (R-Y03RE OR R-1MF35 OR R-P5X72 OR R-D52MV OR R-9RRYC OR R-0LE4W) AND (R-ECDSJ OR R-ZFGEA OR R-UT24L) AND R-IJIDW AND R-DKPGY AND R-IQI2P AND R-RB47O AND R-91265 AND R-AOY46","","","","","","","","",""
"8-52QGU31YZ6","11/06/2024 15:47:29","0-1","11/06/2024 15:47:29","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","30/04/2023 22:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-34K94N","","","","","","","","","","","KAKKI","KDKWA","","G-SDMHB","","","","","","","","","","","R-XSRDH AND (R-SXWDI OR R-71JEW OR R-5UVWK OR R-CUYVI OR R-5R5GZ OR R-K9QQJ) AND (R-KE1YD OR R-9UH3J OR R-NDY2E) AND R-XSTHP AND R-OXF6A AND R-8U4TR AND R-DRZ4Z AND R-RKT4G AND R-ZUVPY","","","","","","","","",""
"8-0YDARRUUR1","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","21/06/2020 07:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-2AAE0V","","","","","","","","","","","PQRRZ","KDKWA","","G-P37RB","","","","","","","","","","","R-861QN AND (R-DOXLM OR R-D1X1V OR R-J7IPM OR R-HACNK OR R-ZIPPK OR R-DU7Y5) AND (R-Q7OY6 OR R-EWP7D OR R-ZNERX) AND R-B2JB3 AND R-SU6AD AND R-XNKUC AND R-PPUCS AND R-7ZPLH AND R-1Y4MQ","","","","","","","","",""
"8-OZT7O3JKU7","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","18/06/2018 07:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-1QB3UC","","","","","","","","","","","DJKUQ","KDKWA","","G-ULAXL","","","","","","","","","","","(R-OQL1B OR R-TQYDD OR R-AZGTU OR R-VCBSK OR R-5YQIR OR R-EGHNX) AND R-705R8 AND R-VMCKK AND R-GRYIL AND R-6WJ4C","","","","","","","","",""
"8-CBR6OAPCI6","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","18/06/2018 07:00:00","","Requires Auto Add","Parent","dataimp","","","MOFOB","","","1-1QBKP2","","","","","","","","","","","CIZKI","KDKWA","","G-S7HZV","","","","","","","","","","","(R-GYD86 OR R-Y13K3 OR R-O152J OR R-7NELQ) AND (R-KN79R OR R-RNR2S)","","","","","","","","",""
"8-7RXPKTG75M","11/06/2024 15:47:30","0-1","11/06/2024 15:47:30","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","02/07/2023 22:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-2ZK1EP","","","","","","","","","","","KXPWI","KDKWA","","G-LWHS3","","","","","","","","","","","R-07LUL AND (R-UMU14 OR R-7KE58 OR R-PAU0O OR R-0L7KI OR R-3MXEB OR R-Z5FY7) AND (R-GT0C2 OR R-0P70L OR R-LF7XD) AND R-MY8WV AND R-M9851 AND R-IYJMB AND R-H7X2W AND R-N2BPK AND R-VVW6E","","","","","","","","",""
"8-LLD5U3HIUW","11/06/2024 15:47:31","0-1","11/06/2024 15:47:31","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","02/07/2023 22:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-2ZK067","","","","","","","","","","","KXPWI","KDKWA","","G-UYPL0","","","","","","","","","","","R-2G5O6 AND (R-T5ISJ OR R-OYGD3 OR R-BANDP OR R-D0VRD OR R-F6BB6 OR R-TOLFP) AND (R-C0SYZ OR R-U5746 OR R-YGG9L) AND R-LPI5H AND R-TNGFT AND R-LATN1 AND R-0PZQ1 AND R-J3EIB AND R-KPARM","","","","","","","","",""
"8-T2Z7YWZ9X6","11/06/2024 15:47:31","0-1","11/06/2024 15:47:31","0-1","0","0","19/06/2024 16:07:15","31/07/2024 21:59:59","01/05/2024 22:00:00","","Optional Default","Parent","dataimp","","","MNZGK","","","1-36BK70","","","","","","","","","","","","DUZZG","","G-IZ8XP","","","","","","","","","","","(R-CWBYO OR R-DUO8P) AND (R-8241Y OR R-XC4LE OR R-OXUFB OR R-P2I1O) AND R-VMMBS AND R-BWGLP","","","","","","","","",""
"8-PNQTTJDF6L","11/06/2024 15:47:31","0-1","11/06/2024 15:47:31","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","02/07/2023 22:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-2ZJWX2","","","","","","","","","","","PLEXT","KDKWA","","G-CHL4K","","","","","","","","","","","(R-DRDT8 OR R-CT08G OR R-O6S2W OR R-JP97T OR R-EBRDY OR R-R65KL) AND R-ZRCIW AND R-IGFQF AND R-HHK2A AND R-EL3U4 AND R-7WMKB","","","","","","","","",""
"8-SSDGQXU4O6","11/06/2024 15:47:31","0-1","11/06/2024 15:47:31","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","02/07/2023 22:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-2ZJUZC","","","","","","","","","","","PBRTW","KDKWA","","G-IB48J","","","","","","","","","","","R-H5XO8 AND (R-N6NUI OR R-4TRQF OR R-IHAB1 OR R-V5VLY OR R-2ZINR OR R-DO3D4) AND (R-KZMSK OR R-NL0RG OR R-H1VXM) AND R-160EX AND R-CHVF6 AND R-C6BFB AND R-ASRT1 AND R-HBTDY AND R-X2TYU","","","","","","","","",""
"8-33HL4YBGXQ","11/06/2024 15:47:31","0-1","11/06/2024 15:47:31","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","02/07/2023 22:00:00","","Requires Auto Add","Parent","dataimp","","","CTWCX","","","1-2ZJT6S","","","","","","","","","","","KANYF","KDKWA","","G-RV87K","","","","","","","","","","","R-2N2U6 AND (R-XGXN2 OR R-V2S4C OR R-J9WUE OR R-0M9Q4 OR R-HZYW3 OR R-4743T) AND (R-LMNUF OR R-7QHRK OR R-H9FIU OR R-CKPFO) AND R-CWUTS","","","","","","","","",""
"8-J2YQ42JDH6","11/06/2024 15:47:32","0-1","11/06/2024 15:47:32","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","02/07/2023 22:00:00","","Requires Auto Add","Parent","dataimp","","","DDZKS","","","1-2ZJVSQ","","","","","","","","","","","DKZRN","KDKWA","","G-WJG5X","","","","","","","","","","","R-L4FG4 AND (R-VO854 OR R-QGIU8 OR R-NF1PC OR R-3QFNY OR R-NQLHY OR R-0DDC2) AND (R-QM9XV OR R-FOH4T OR R-DJY37) AND R-NZD53 AND R-WWL5B AND R-9MY9I AND R-QZMPF AND R-UCZ2N AND R-2KS6V","","","","","","","","",""
"8-6NQ8AE7675","11/06/2024 15:47:32","0-1","11/06/2024 15:47:32","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","CTHGL","","","1-2IB9HT","","","","","","","","","","","","DRZVC","","G-Q2BYS","","","","","","","","","","","(R-4EMOL OR R-H5ME8 OR R-XLZ1G) AND R-MPCTK AND R-HREYW","","","","","","","","",""
"8-DP5VKS9BW7","11/06/2024 15:47:32","0-1","11/06/2024 15:47:32","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","30/06/2019 22:00:00","","Optional Default","Parent","dataimp","","","PCCSI","","","1-25K2Z3","","","","","","","","","","","","MKSXU","","G-8HMY0","","","","","","","","","","","R-EK9QS AND (R-TT4J6 OR R-4Q2HA)","","","","","","","","",""
"8-J240RFX25V","11/06/2024 15:47:32","0-1","11/06/2024 15:47:32","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","CVUNZ","","","1-19L01N","","","","","","","","","","","","DOJTS","","G-D99MD","","","","","","","","","","","(R-THU6P OR R-QZ9Z0 OR R-IZS55 OR R-1N2FU OR R-DOQT7) AND (R-XHFPF OR R-RQ0W4 OR R-FN6UP OR R-MJ42O OR R-9WOM5 OR R-4FVJL) AND (R-9LC7H OR R-CIES1)","","","","","","","","",""
"8-BA7WE49NZV","11/06/2024 15:47:32","0-1","11/06/2024 15:47:32","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","CVUNZ","","","1-19KZHU","","","","","","","","","","","","DOJTS","","G-Z913U","","","","","","","","","","","(R-N7KX5 OR R-ZRVVR OR R-WJ7YH OR R-Q8EUR OR R-22Y7F) AND (R-N01BX OR R-RT1IB) AND (R-L5CX2 OR R-CRQZP)","","","","","","","","",""
"8-3TAIYPY6CS","11/06/2024 15:47:32","0-1","11/06/2024 15:47:32","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","PCVYH","","","1-19KZRO","","","","","","","","","","","","DOJTS","","G-YWSR6","","","","","","","","","","","(R-OP5QD OR R-FK50P OR R-KF1UK OR R-0DQHT OR R-2A37M) AND (R-BHKSA OR R-IMD13) AND (R-69PJ1 OR R-W1HRA)","","","","","","","","",""
"8-8JUQXUNOYU","11/06/2024 15:47:32","0-1","11/06/2024 15:47:32","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","30/09/2019 22:00:00","","Optional Default","Parent","dataimp","","","CHIFE","","","1-2904RN","","","","","","","","","","","","DRZVC","","G-O4H26","","","","","","","","","","","(R-S514F OR R-X1SSV OR R-LPSH9 OR R-ULPQN OR R-XQSA8 OR R-5T9H0 OR R-595VZ OR R-NN90F) AND (R-KU1EX OR R-YXR03)","","","","","","","","",""
"8-O0N1DUSZG8","11/06/2024 15:47:32","0-1","11/06/2024 15:47:32","0-1","0","0","19/06/2024 16:07:15","","","","Optional Default","Parent","dataimp","","","CVNXH","","","1-2KR0XR","","","","","","","","","","","","DOJTS","","G-PSZHO","","","","","","","","","","","(R-HAZKG OR R-LW3C3) AND (R-ODBAD AND R-8EVJK) AND R-PYVD2","","","","","","","","",""
"8-QSO3DQGWIB","11/06/2024 15:47:32","0-1","11/06/2024 15:47:32","0-1","0","0","19/06/2024 16:07:15","02/02/2025 22:59:59","02/07/2023 22:00:00","","Optional Default","Parent","dataimp","","","MQSUB","","","1-3DSOB5","","","","","","","","","","","","DOJTS","","G-JOSXI","","","","","","","","","","","(R-I3NVF OR R-A2BFY OR R-80U79 OR R-RQYUQ) AND R-ICMXY AND R-1ZUZT AND R-PDVPH AND R-TEZUK AND R-KUHFR AND R-NUB5V","","","","","","","","",""
"8-RUOXBLXHLV","11/06/2024 15:47:32","0-1","11/06/2024 15:47:32","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","20/02/2021 23:00:00","","Optional Default","Parent","dataimp","","","CHIFE","","","1-2IPYY6","","","","","","","","","","","","DRZVC","","G-KBS92","","","","","","","","","","","(R-OK0OY OR R-QRVOO OR R-FGGKQ OR R-7N8GJ OR R-IYD9F OR R-0MZ8F OR R-ESI4F OR R-8KTL9) AND (R-F7FJG OR R-BWRYC)","","","","","","","","",""
"8-H93FB0X1YU","11/06/2024 15:47:32","0-1","11/06/2024 15:47:32","0-1","0","0","19/06/2024 16:07:15","31/01/2030 22:59:59","01/11/2020 23:00:00","","Optional Default","Parent","dataimp","","","CHIFE","","","1-2JG8XV","","","","","","","","","","","","DRZVC","","G-8DZ53","","","","","","","","","","","(R-9HYA1 OR R-MWGOE OR R-UF71W OR R-2KYEI OR R-421QJ OR R-Y82UL OR R-GT89I OR R-YFEQU) AND (R-9MZWI OR R-NP2HX)","","","","","","","","",""
"8-X5XO0R31SK","11/06/2024 15:50:16","0-1","11/06/2024 15:50:16","0-1","0","0","19/06/2024 16:10:39","","13/06/2013","","Requires","Promotion","dataimp","","","CIRBL","","","","Flat","","","CPGPG","","","","","","","PDKSJ","","1-8AOP5B6","","","1-25639104","","1-58VVR","","","","1-3VPN3","","","","N","","","","","","","",""
"8-VWU3VORVT1","11/06/2024 15:50:15","0-1","11/06/2024 15:50:15","0-1","0","0","19/06/2024 16:10:39","","07/08/2014","","Requires","Installation Id","dataimp","","","S13ILTV","","","","Flat","","","DCMAD","","","","","","","","","1-EP1XQ9","","","1-40534817","","1-5HM3J","","","","1-3ILTV","","","","N","","","","","","","",""
"8-YKRLHE90RF","11/06/2024 15:50:15","0-1","11/06/2024 15:50:15","0-1","0","0","19/06/2024 16:10:39","","13/06/2013","","Requires","Promotion","dataimp","","","CIRBL","","","","Flat","","","CIVAL","","","","","","","KPWXF","","1-8AOP595","","","1-25840285","","1-1NJ53","","","","1-3VPN3","","","","N","","","","","","","",""
"8-06JD2168XO","11/06/2024 15:50:15","0-1","11/06/2024 15:50:15","0-1","0","0","19/06/2024 16:10:39","","13/06/2013","","Requires","Promotion","dataimp","","","CIRBL","","","","Flat","","","MOWMU","","","","","","","PBQNF","","1-8AOP5A1","","","1-25878019","","1-58VRV","","","","1-3VPN3","","","","N","","","","","","","",""
"8-RYMXUVXXC7","11/06/2024 15:50:15","0-1","11/06/2024 15:50:15","0-1","0","0","19/06/2024 16:10:39","","13/06/2013","","Requires","Promotion","dataimp","","","CIRBL","","","","Flat","","","MUFEC","","","","","","","PRRAR","","1-6R71L7H","","","1-43827177","","1-1W3QG","","","","1-3VPN3","","","","N","","","","","","","",""
"8-PU3X74UYEN","11/06/2024 15:50:15","0-1","11/06/2024 15:50:15","0-1","0","0","19/06/2024 16:10:39","","20/08/2013","","Requires","Promotion","dataimp","","","CIRBL","","","","Flat","","","MIRWA","","","","","","","DSWFH","","1-6R71L8B","","","1-43827143","","1-5XMSJ","","","","1-3VPN3","","","","N","","","","","","","",""
"8-VFBCZTFQDD","11/06/2024 15:50:15","0-1","11/06/2024 15:50:15","0-1","0","0","19/06/2024 16:10:39","","13/06/2013","","Requires","Promotion","dataimp","","","CIRBL","","","","Flat","","","KTOUZ","","","","","","","DSWFH","","1-6R71L8B","","","1-43827144","","1-3CP51","","","","1-3VPN3","","","","N","","","","","","","",""
"8-7D0T5SFPIU","11/06/2024 15:50:15","0-1","11/06/2024 15:50:15","0-1","0","0","19/06/2024 16:10:39","","13/06/2013","","Requires","Promotion","dataimp","","","CIRBL","","","","Flat","","","CPGPG","","","","","","","S124IYB","","1-2DLOL","","","1-30966648","","1-58VVR","","","","1-3VPN3","","","","N","","","","","","","",""
"8-MYUUC8BEBH","11/06/2024 15:50:15","0-1","11/06/2024 15:50:15","0-1","0","0","19/06/2024 16:10:39","","26/11/2014","","Requires","ALL","dataimp","","","MDKED","","","","Flat","","","CBHRH","","","","","","Loyalty","","","1-6XJ4ZM","","","1-44001341","","1-4BV2Q","","","","1-MD86","","","","N","","","","","","","",""
"8-O1O91QS1N7","11/06/2024 15:50:15","0-1","11/06/2024 15:50:15","0-1","0","0","19/06/2024 16:10:39","","07/05/2014","","Requires","Promotion","dataimp","","","","","","","Flat","","","S125QZX","","","","","","","S124IWL","","1-2DLOP","","","1-40623536","","1-25QZX","","","","","1-4G94RDH","","","N","","","","","","","",""
"8-ZOUT7MTHEZ","11/06/2024 15:50:15","0-1","11/06/2024 15:50:15","0-1","0","0","19/06/2024 16:10:39","","07/05/2014","","Requires Auto Add","Promotion","dataimp","","","DOJTS","","","","Flat","","","S125R02","","","","","","","S124IWL","","1-3CP7YC4","","","1-37803281","","1-25R02","","","1-1GCB3","1-71RB8","","","","N","","","","","","","",""
"8-134G9WEE5U","11/06/2024 15:50:15","0-1","11/06/2024 15:50:15","0-1","0","0","19/06/2024 16:10:39","","13/06/2013","","Requires","Promotion","dataimp","","","CIRBL","","","","Flat","","","CPAIU","","","","","","","PDKSJ","","1-8AOP5B6","","","1-25639097","","1-1NJ4D","","","","1-3VPN3","","","","N","","","","","","","",""
"8-OM8HJ73QRW","11/06/2024 15:50:15","0-1","11/06/2024 15:50:15","0-1","0","0","19/06/2024 16:10:39","","01/02/2030","","Requires","Installation Id","dataimp","","","DRZVC","","","","Flat","","","S16T673","","","","","","","","","1-2DLMC","","","1-34302058","","1-6T673","","","","1-84IO","","","","N","","","","","","","",""
"8-HH4MGIIYZI","11/06/2024 15:50:15","0-1","11/06/2024 15:50:15","0-1","0","0","19/06/2024 16:10:39","","01/01/2030","","Requires","Promotion","dataimp","","","","","","","Flat","","","CXTRK","","","","","","","S124IXZ","","1-2DLMC","","","1-27273798","","1-9RYD","","","","","1-LK86ET","","","N","","","","","","","",""
"8-HHJ1UYVURR","11/06/2024 15:50:15","0-1","11/06/2024 15:50:15","0-1","0","0","19/06/2024 16:10:39","","13/06/2013","","Requires","Promotion","dataimp","","","CIRBL","","","","Flat","","","CIVAL","","","","","","","S124IWF","","1-2DLOL","","","1-30963474","","1-1NJ53","","","","1-3VPN3","","","","N","","","","","","","",""
"8-LK8WIN4GKJ","11/06/2024 15:50:15","0-1","11/06/2024 15:50:15","0-1","0","0","19/06/2024 16:10:39","","13/06/2013","","Requires","Promotion","dataimp","","","CIRBL","","","","Flat","","","CIVAL","","","","","","","S124IYB","","1-2DLOL","","","1-30963475","","1-1NJ53","","","","1-3VPN3","","","","N","","","","","","","",""
"8-LBJDFHP1DS","11/06/2024 15:50:15","0-1","11/06/2024 15:50:15","0-1","0","0","19/06/2024 16:10:39","","13/06/2013","","Requires","Promotion","dataimp","","","CIRBL","","","","Flat","","","COINH","","","","","","","S126048","","1-2DLOL","","","1-30963476","","1-1TY83","","","","1-3VPN3","","","","N","","","","","","","",""
